PSYC	101	Intro to Psychology 							
PSYC	123Y	FYS: Mind and the Media 							
									
PSYC	205	Statistics 							
PSYC	207	Developmental Psychology 							
PSYC	210	Social Psychology 							
PSYC	212	Personality 							
PSYC	213	Abnormal Psychology 							
PSYC	215	Memory 							
CLSC	216	Psychology of Language 							
PSYC	216	Psychology of Language							
PSYC	217	Cognition 							
PSYC	218	Sensation and Perception 							
PSYC	219	Biological  Psychology 							
AMST	222	Asian American Psychology 							
PSYC	222	Asian American Psychology							
AFR	225	Intro Black Psychology 							
PSYC	225	Intro Black Psychology							
PSYC	245	Cultural Psychology 							
PSYC	250	Research or Individual Study 							
PSYC	250H	Research or Individual Study 							
PSYC	299	Practicum in Psychology 							
PSYC	299H	Practicum in Development 							
									
									
PSYC	307R	Research Methods in Develop Psych 							
PSYC	308	Systems of Psychotherapy 							
PSYC	310R	Research Methods in Social Psych 							
PSYC	311R	RM in Personality & Soc Psyc 							
PSYC	312R	Research Methods Personality Psyc 							
PSYC	313R	Res Meths in Abnormal Psych 							
PSYC	314R	Research Methods in Cognitive Psych 							
PSYC	315R	Res Meths in Cognit Variation 							
CLSC	316	Sem: Language Acquistion 							
PSYC	316	Sem: Language Acquistion							
PSYC	317	Sem: Affective & Clinical Psychbio 							
PSYC	318	Sem: Psychopharmacology 							
PSYC	319	Neuropsychology 							
PSYC	323R	Research Methods: Sexuality 							
PSYC	325	Sem: Adolescent Psych 							
PSYC	326	Sem:Child&Adol.Psychopathology 							
PSYC	327	Sem: Psych of Human Sexuality 							
PSYC	328	Sem: Genes, Brains & Human Variation 							
PSYC	329	Sem: Psych of Adulthood & Aging 							
PSYC	332	Sem: Personality & Motivation 							
PSYC	333	Clinical & Educ Assessments 							
PSYC	337	Sem: Prejudice & Discrimntion 							
PSYC	338	Social Influence 							
PSYC	339	Sem: Narrative Identity 							
PSYC	340	Organizational Psychology 							
PSYC	343	CSPW: Public Interest Psych 							
PSYC	344	Sem: Social Imagination 							
PSYC	345	Sem: Dev of a Theory of Mind 							
PSYC	346	Sem: Culture and Emotion 							
PSYC	349	Sem: Nonverbal Communication 							
PSYC	350	Research or Individual Study 							
PSYC	350H	Research or Individual Study 							
PSYC	360	Senior Thesis Research 							
PSYC	370	Senior Thesis 							
