KOR	101	Beginning Korean I 							
KOR	102	Beginning Korean II 							
KOR	201	Intermediate Korean 							
KOR	202	Intermediate Korean 							
KOR	206	Korean Culture & Language 							
KOR	209H	Dynamic Korea 							
KOR	231	Advanced Intermediate Korean I 							
KOR	232	Adv Intermediate Korean II 							
KOR	246	Digital Language: Corpus Linguistics 							
LING	246	Digital Language: Corpus Linguistics							
KOR	250	Research or Individual Study 							
KOR	250H	Research or Individual Study 							
KOR	256	Gender & Lang Modern Korean (Eng) 							
KOR	309	Advanced Korean 							
KOR	350	Research or Individual Study 							
KOR	350H	Research or Individual Study 							
KOR	360	Senior Thesis Research 							
KOR	370	Senior Thesis 							
