1	AFR
1	SWA
2	AMST
3	ANTH
4	ARCH
5	ARTH
7	ASTR
8	ASPH
9	BIOC
10	BISC
11	CHPH
12	CHEM
14	CAMS
15	CLCV
16	CLST
17	CLSC
17	LING
18	CPLT
20	CS
21	DS
22	EALC
24	ECON
25	EDUC
26	ENG
27	ES
28	FREN
29	FRST
30	GEOS
31	GER
32	PORT
34	HIST
35	IREC
37	IRPS
38	ITAS
39	JPN
40	JWST
41	KOR
42	LAST
44	MATH
45	MAS
46	MER
47	MES
48	MUS
49	NEUR
50	PEAC
51	PHIL
52	PHYS
53	POL
54	PSYC
55	REL
56	RUSS
57	RAST
58	SOC
59	SAS
60	SPAN
61	STAT
62	ARTS
64	THST
65	WGST
