	course	freq
1312	PHIL 306	1
1313	PHIL 307	1
1314	PHIL 310	2
1315	PHIL 311	2
1316	PHIL 316	1
1317	PHIL 317	1
1318	PHIL 319	4
1319	PHIL 323	2
1320	PHIL 325	1
1321	PHIL 330	1
1322	PHIL 331	1
1323	PHIL 333	3
1324	PHIL 338	2
1325	PHIL 340	1
1326	PHIL 341	1
1327	PHIL 342	1
1328	PHIL 345	2
1329	PHIL 366	2
1330	PHYS 100	3
1331	PHYS 104	2
1332	PHYS 106	2
1333	PHYS 107	5
1334	PHYS 108	5
1335	PHYS 109	1
1336	PHYS 120	3
1337	PHYS 205	2
1338	PHYS 207	3
1339	PHYS 208	2
1340	PHYS 210	3
1341	PHYS 216	2
1342	PHYS 302	4
1343	PHYS 304	3
1344	PHYS 305	4
1345	PHYS 308	4
1346	PHYS 310	4
1347	PHYS 311	3
1348	PHYS 313	3
1349	PHYS 322H	3
1350	PHYS 323	1
1351	PHYS 323H	3
1352	PHYS 331	4
1353	PHYS 332	3
1354	PHYS 350	3
1355	PHYS 350G	3
1356	PHYS 350H	3
1357	PHYS 355	3
1358	PHYS 360	3
1359	PHYS 365	3
1360	PHYS 370	3
1361	POL 105	1
1362	POL 105Y	1
1363	POL 109Y	1
1364	POL 121	3
1365	POL 230	2
1366	POL 299	2
1367	POL1 200	5
1368	POL1 210	3
1369	POL1 215	5
1370	POL1 231	2
1371	POL1 233	2
1372	POL1 247	5
1373	POL1 300	5
1374	POL1 303	2
1375	POL1 317	5
1376	POL1 324	3
1377	POL1 328	4
1378	POL1 329	4
1379	POL1 333	5
1380	POL1 337	5
1381	POL1 381	3
1382	POL1 385	1
1383	POL1 388	2
1384	POL2 202	2
1385	POL2 204	2
1386	POL2 206	1
1387	POL2 207	4
1388	POL2 208	4
1389	POL2 211	3
1390	POL2 213	1
1391	POL2 214	2
1392	POL2 217	4
1393	POL2 220	3
1394	POL2 231	3
1395	POL2 253	2
1396	POL2 301	2
1397	POL2 304	4
1398	POL2 306	4
1399	POL2 310	3
1400	POL2 312	3
1401	POL2 314	1
1402	POL2 320	1
1403	POL2 359	3
1404	POL2 362	3
1405	POL2 364	3
1406	POL2 367	1
1407	POL2 368	4
1408	POL3 203H	3
1409	POL3 209H	2
1410	POL3 221	4
1411	POL3 223	3
1412	POL3 224	3
1413	POL3 227	3
1414	POL3 232	3
1415	POL3 236	3
1416	POL3 245	5
1417	POL3 251	3
1418	POL3 302	4
1419	POL3 315	3
1420	POL3 325	3
1421	POL3 326	5
1422	POL3 338	3
1423	POL3 339	3
1424	POL3 351	3
1425	POL3 352	3
1426	POL3 354	3
1427	POL3 357	3
1428	POL3 369	3
1429	POL3 371	3
1430	POL3 372	1
1431	POL3 378	3
1432	POL3 379	3
1433	POL3 387	3
1434	POL4 201	2
1435	POL4 216	2
1436	POL4 243	2
1437	POL4 249	5
1438	POL4 311	7
1439	POL4 318	3
1440	POL4 340	2
1441	POL4 341	4
1442	POL4 343	2
1443	POL4 344	1
1444	POL4 345	6
1445	POL4 349	3
1446	PORT 241	1
1447	PORT 250	1
1448	PORT 250H	1
1449	PORT 256	4
1450	PORT 266	1
1451	PORT 310	1
1452	PORT 314	1
1453	PORT 350	1
1454	PSUC 318	1
1455	PSYC 101	2
1456	PSYC 205	4
1457	PSYC 207	2
1458	PSYC 208	1
1459	PSYC 210	2
1460	PSYC 212	1
1461	PSYC 213	1
1462	PSYC 214	1
1463	PSYC 215	3
1464	PSYC 216	7
1465	PSYC 217	4
1466	PSYC 218	4
1467	PSYC 219	2
1468	PSYC 222	2
1469	PSYC 225	1
1470	PSYC 244	1
1471	PSYC 245	2
1472	PSYC 250	1
1473	PSYC 250H	1
1474	PSYC 255	2
1475	PSYC 301	1
1476	PSYC 306R	1
1477	PSYC 307R	1
1478	PSYC 308	1
1479	PSYC 310R	1
1480	PSYC 311R	1
1481	PSYC 312R	1
1482	PSYC 313R	1
1483	PSYC 314R	3
1484	PSYC 315R	3
1485	PSYC 316	5
1486	PSYC 317	2
1487	PSYC 318	1
1488	PSYC 319	3
1489	PSYC 323R	1
1490	PSYC 325	2
1491	PSYC 326	2
1492	PSYC 327	1
1493	PSYC 328	3
1494	PSYC 329	1
1495	PSYC 332	1
1496	PSYC 333	2
1497	PSYC 337	4
1498	PSYC 338	3
1499	PSYC 339	1
1500	PSYC 340	1
1501	PSYC 341	2
1502	PSYC 343	1
1503	PSYC 344	1
1504	PSYC 345	3
1505	PSYC 346	3
1506	PSYC 349	1
1507	PSYC 350	1
1508	PSYC 350H	1
1509	PSYC 360	1
1510	PSYC 370	1
1511	QR 260	4
1512	QR 309	1
1513	RAST 222	2
1514	RAST 322	2
1515	REL 102	2
1516	REL 104	3
1517	REL 105	4
1518	REL 108	2
1519	REL 111Y	2
1520	REL 119Y	2
1521	REL 200	1
1522	REL 201	1
1523	REL 206	2
1524	REL 209	1
1525	REL 214	5
1526	REL 215	1
1527	REL 216	2
1528	REL 218	1
1529	REL 219	1
1530	REL 220	1
1531	REL 223	1
1532	REL 223/	1
1533	REL 224	1
1534	REL 225	2
1535	REL 226	4
1536	REL 227	1
1537	REL 230	1
1538	REL 231	1
1539	REL 233	3
1540	REL 236	3
1541	REL 240	3
1542	REL 241	2
1543	REL 242	2
1544	REL 243	5
1545	REL 244	4
1546	REL 245	1
1547	REL 250	1
1548	REL 250H	1
1549	REL 251	2
1550	REL 253	2
1551	REL 254	2
1552	REL 255	2
1553	REL 257	2
1554	REL 259	1
1555	REL 260	2
1556	REL 261	3
1557	REL 262	3
1558	REL 263	2
1559	REL 264	3
1560	REL 265	3
1561	REL 266	6
1562	REL 267	2
1563	REL 268	2
1564	REL 269	2
1565	REL 270	3
1566	REL 281	2
1567	REL 300	1
1568	REL 301	2
1569	REL 302	2
1570	REL 303	2
1571	REL 318	1
1572	REL 319	1
1573	REL 323	2
1574	REL 326	2
1575	REL 330	2
1576	REL 342	3
1577	REL 344	1
1578	REL 345	2
1579	REL 347	2
1580	REL 348	2
1581	REL 350	1
1582	REL 350H	1
1583	REL 353	2
1584	REL 357	1
1585	REL 359	2
1586	REL 360	1
1587	REL 361	2
1588	REL 362	2
1589	REL 363	2
1590	REL 364	3
1591	REL 365	3
1592	REL 366	2
1593	REL 367	2
1594	REL 368	2
1595	REL 370	1
1596	REL 380	1
1597	RUSS 201	2
1598	RUSS 202	2
1599	RUSS 251	3
1600	RUSS 255	1
1601	RUSS 272	2
1602	RUSS 276	3
1603	RUSS 277	1
1604	RUSS 286	1
1605	RUSS 301	2
1606	RUSS 302	2
1607	RUSS 305	2
1608	RUSS 306	2
1609	RUSS 333H	2
1610	RUSS 355H	1
1611	RUSS 376H	2
1612	RUSS 377H	2
1613	RUSS 378H	2
1614	RUSS 386H	2
1615	SAS 206	2
1616	SAS 211	2
1617	SAS 225	2
1618	SAS 232	5
1619	SAS 237	5
1620	SAS 239	3
1621	SAS 241	2
1622	SAS 242	2
1623	SAS 250	2
1624	SAS 250H	2
1625	SAS 251	2
1626	SAS 266	6
1627	SAS 283	2
1628	SAS 301	2
1629	SAS 302	2
1630	SAS 303	2
1631	SAS 350	2
1632	SAS 350H	2
1633	SAS 360	2
1634	SAS 367	6
1635	SAS 370	2
1636	SOC 103	1
1637	SOC 190	3
1638	SOC 200	3
1639	SOC 201	3
1640	SOC 202	4
1641	SOC 204	3
1642	SOC 205	7
1643	SOC 206	4
1644	SOC 207	4
1645	SOC 208	4
1646	SOC 209	8
1647	SOC 210	4
1648	SOC 211	3
1649	SOC 212	4
1650	SOC 213	4
1651	SOC 214	3
1652	SOC 220	4
1653	SOC 225	6
1654	SOC 226	4
1655	SOC 232	5
1656	SOC 241	5
1657	SOC 246	6
1658	SOC 250	3
1659	SOC 251	6
1660	SOC 252	3
1661	SOC 260	4
1662	SOC 290	3
1663	SOC 302	4
1664	SOC 304	4
1665	SOC 306	6
1666	SOC 307	2
1667	SOC 308	8
1668	SOC 309	4
1669	SOC 310	5
1670	SOC 311	7
1671	SOC 312	6
1672	SOC 314	5
1673	SOC 315	5
1674	SOC 317	6
1675	SOC 318	4
1676	SOC 320	4
1677	SOC 322	4
1678	SOC 324	2
1679	SOC 334	6
1680	SOC 348	4
1681	SOC 350	3
1682	SOC 350H	3
1683	SOC 360	3
1684	SOC 370	3
1685	SPAN 241	2
1686	SPAN 243	2
1687	SPAN 244	2
1688	SPAN 245	2
1689	SPAN 246	3
1690	SPAN 247	2
1691	SPAN 248	3
1692	SPAN 250	2
1693	SPAN 250H	2
1694	SPAN 251	2
1695	SPAN 252	5
1696	SPAN 253	2
1697	SPAN 255	2
1698	SPAN 257	2
1699	SPAN 258H	2
1700	SPAN 262	1
1701	SPAN 263	3
1702	SPAN 265	2
1703	SPAN 266	2
1704	SPAN 268	2
1705	SPAN 269	3
1706	SPAN 270	2
1707	SPAN 271	1
1708	SPAN 272	2
1709	SPAN 273	2
1710	SPAN 275	2
1711	SPAN 277	3
1712	SPAN 278	4
1713	SPAN 279	2
1714	SPAN 287	2
1715	SPAN 291	3
1716	SPAN 293	2
1717	SPAN 299	2
1718	SPAN 301	2
1719	SPAN 302	3
1720	SPAN 303	2
1721	SPAN 305	4
1722	SPAN 307	3
1723	SPAN 308	3
1724	SPAN 309	2
1725	SPAN 310	2
1726	SPAN 311	2
1727	SPAN 315	2
1728	SPAN 317	2
1729	SPAN 318	3
1730	SPAN 319	2
1731	SPAN 322	2
1732	SPAN 323	2
1733	SPAN 324	2
1734	SPAN 325	3
1735	SPAN 327	1
1736	SPAN 329	2
1737	SPAN 335	2
1738	SPAN 344	2
1739	SPAN 350	2
1740	SPAN 350H	2
1741	SPAN 360	2
1742	SPAN 370	2
1743	SPAN 377	2
1744	STAT 101	1
1745	STAT 160	1
1746	STAT 218	3
1747	STAT 220	2
1748	STAT 221	2
1749	STAT 228	2
1750	STAT 260	5
1751	STAT 309	1
1752	STAT 318	2
1753	SUST 201	1
1754	SUST 301	1
1755	SWA 101	4
1756	SWA 102	4
1757	SWA 201	1
1758	SWA 202	1
1759	SWA 203	4
1760	THST 104	1
1761	THST 155	1
1762	THST 200	4
1763	THST 204	1
1764	THST 206	1
1765	THST 207	2
1766	THST 209	4
1767	THST 210	2
1768	THST 212	2
1769	THST 214	1
1770	THST 215	3
1771	THST 221	2
1772	THST 222	1
1773	THST 245	1
1774	THST 251	3
1775	THST 276	1
1776	THST 300	1
1777	THST 305	1
1778	THST 306	1
1779	THST 310	1
1780	THST 315	1
1781	THST 321	1
1782	THST 345	1
1783	THST 350	1
1784	THST 350G	1
1785	THST 350H	1
1786	THST 353	1
1787	THST 355	1
1788	THST 360	1
1789	THST 370	1
1790	WGST 100Y	1
1791	WGST 102Y	2
1792	WGST 108	3
1793	WGST 120	1
1794	WGST 121	2
1795	WGST 205	3
1796	WGST 211	5
1797	WGST 214	4
1798	WGST 215	4
1799	WGST 216	7
1800	WGST 217	7
1801	WGST 218	7
1802	WGST 219	6
1803	WGST 220	6
1804	WGST 221	5
1805	WGST 222	6
1806	WGST 223	4
1807	WGST 224	7
1808	WGST 225	4
1809	WGST 226	6
1810	WGST 230	4
1811	WGST 240	7
1812	WGST 245	3
1813	WGST 249	4
1814	WGST 250	3
1815	WGST 250H	3
1816	WGST 255	4
1817	WGST 260	1
1818	WGST 274	6
1819	WGST 296	4
1820	WGST 302	5
1821	WGST 305	6
1822	WGST 306	6
1823	WGST 307	4
1824	WGST 310	4
1825	WGST 311	7
1826	WGST 313	3
1827	WGST 314	4
1828	WGST 320	6
1829	WGST 322	4
1830	WGST 325	4
1831	WGST 326	8
1832	WGST 328	4
1833	WGST 341	4
1834	WGST 350	3
1835	WGST 350H	3
1836	WGST 360	3
1837	WGST 370	3
1838	WRIT 107	1
1839	WRIT 110	2
1840	WRIT 114	2
1841	WRIT 115	1
1842	WRIT 120	2
1843	WRIT 141	1
1844	WRIT 143	1
1845	WRIT 147	1
1846	WRIT 149	1
1847	WRIT 153	1
1848	WRIT 162	1
1849	WRIT 171	1
1850	WRIT 187	1
1851	WRIT 277	2
1852	WRIT 307	2
